# Detor
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
0.0753341 -0.0465923 -0.05 0.506776 2.51154 177.106 2.2355 1000020040 24 1 0 1 0 0 1 
0.072213 -0.474669 -0.05 1.13456 -2.355 177.585 2.22954 1000020040 167 1 0 1 0 0 1 
0.0942095 0.251656 -0.05 -0.640702 3.46823 176.973 2.2347 1000020040 939 1 0 1 0 0 1 
-0.0157747 0.910183 -0.05 -1.60818 7.06738 178.465 2.2232 1000020040 1134 1 0 1 0 0 1 
-0.195919 0.595364 -0.05 -0.750318 4.7885 176.335 2.24222 1000020040 1245 1 0 1 0 0 1 
-0.318713 0.131837 -0.05 -3.90541 0.260002 179.777 2.2032 1000020040 1403 1 0 1 0 0 1 
-0.323672 -0.0017288 -0.05 -3.58114 -1.40039 179.045 2.21298 1000020040 2186 1 0 1 0 0 1 
0.151287 -0.342469 -0.05 1.4615 -1.58164 177.3 2.23165 1000020040 2799 1 0 1 0 0 1 
0.648771 0.0456836 -0.05 5.4981 1.99982 179.191 2.21121 1000020040 3047 1 0 1 0 0 1 
0.0755316 -0.0685518 -0.05 0.359664 0.32509 179.566 2.20761 1000020040 3825 1 0 1 0 0 1 
0.860019 0.0476094 -0.05 6.40244 -0.810721 177.619 2.22343 1000020040 3949 1 0 1 0 0 1 
-1.00839 0.0992173 -0.05 -9.68342 -0.216395 177.593 2.22502 1000020040 4375 1 0 1 0 0 1 
-0.518831 0.239598 -0.05 -2.51814 0.164732 177.878 2.22465 1000020040 4396 1 0 1 0 0 1 
-0.738134 0.465732 -0.05 -4.85665 6.88318 177.327 2.23532 1000020040 4553 1 0 1 0 0 1 
0.244508 0.668402 -0.05 2.58047 4.8804 179.028 2.21269 1000020040 4852 1 0 1 0 0 1 
-0.175106 0.212361 -0.05 1.33044 0.141667 177.506 2.22804 1000020040 4950 1 0 1 0 0 1 
0.862857 0.197123 -0.05 6.31979 3.23755 178.422 2.21942 1000020040 5056 1 0 1 0 0 1 
0.441933 0.0212223 -0.05 1.26024 -0.0465773 179.915 2.20426 1000020040 5100 1 0 1 0 0 1 
0.0986507 0.00796318 -0.05 3.28622 -1.16289 177.65 2.23109 1000020040 5602 1 0 1 0 0 1 
0.357562 0.767078 -0.05 5.48888 5.0807 178.123 2.221 1000020040 5890 1 0 1 0 0 1 
0.239837 -0.581981 -0.05 3.79211 -6.81096 178.664 2.21807 1000020040 5932 1 0 1 0 0 1 
0.452706 0.445458 -0.05 5.36691 2.45861 179.679 2.20765 1000020040 6089 1 0 1 0 0 1 
-0.420147 0.33594 -0.05 -1.96539 0.740055 178.098 2.22589 1000020040 6414 1 0 1 0 0 1 
0.211763 -0.491827 -0.05 0.999736 -4.69542 178.104 2.22229 1000020040 7601 1 0 1 0 0 1 
0.0655456 0.851417 -0.05 -0.553828 6.55547 179.1 2.20975 1000020040 7652 1 0 1 0 0 1 
0.207995 -0.320354 -0.05 2.31444 -4.27849 177.901 2.22561 1000020040 7683 1 0 1 0 0 1 
0.459805 0.550854 -0.05 6.05135 2.3072 178.328 2.22172 1000020040 7717 1 0 1 0 0 1 
-0.445186 0.247787 -0.05 -3.98039 1.97242 178.291 2.21589 1000020040 8376 1 0 1 0 0 1 
0.93658 -0.119115 -0.05 6.63465 -0.518287 178.272 2.22317 1000020040 8716 1 0 1 0 0 1 
0.592711 0.390236 -0.05 3.81902 3.74042 177.474 2.23063 1000020040 9913 1 0 1 0 0 1 
-0.00733029 0.232762 -0.05 1.98893 0.0433914 177.967 2.22434 1000020040 10866 1 0 1 0 0 1 
0.360996 0.402736 -0.05 1.80581 4.2585 178.07 2.22563 1000020040 12833 1 0 1 0 0 1 
-0.598506 -0.354815 -0.05 -6.98972 -2.06685 177.746 2.22503 1000020040 13184 1 0 1 0 0 1 
-0.272887 0.540743 -0.05 -1.25783 6.08764 178.932 2.21479 1000020040 13734 1 0 1 0 0 1 
-0.0335741 0.25099 -0.05 -1.56934 0.194945 178.486 2.21853 1000020040 13965 1 0 1 0 0 1 
-0.301484 -0.146766 -0.05 -3.5896 -2.93096 179.355 2.20998 1000020040 14403 1 0 1 0 0 1 
0.535237 -0.0749043 -0.05 1.19088 -1.65508 177.05 2.23203 1000020040 14563 1 0 1 0 0 1 
-0.353803 -0.0796046 -0.05 -1.37998 0.732002 177.616 2.22909 1000020040 14693 1 0 1 0 0 1 
0.402477 0.426331 -0.05 0.223572 4.73094 178.54 2.22199 1000020040 14821 1 0 1 0 0 1 
0.000843405 -0.145952 -0.05 1.99157 -2.85506 177.586 2.22808 1000020040 15778 1 0 1 0 0 1 
0.048807 0.873127 -0.05 1.73526 7.92636 177.139 2.23489 1000020040 15918 1 0 1 0 0 1 
-0.677114 -0.0264562 -0.05 -4.59932 1.00082 177.5 2.22614 1000020040 16176 1 0 1 0 0 1 
