# Detor
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
0.0327328 -0.788896 -0.05 1.66346 -6.31586 179.856 2.20589 1000020040 91 1 0 1 0 0 1 
-0.439202 0.569879 -0.05 -4.56889 3.15101 178.502 2.2188 1000020040 547 1 0 1 0 0 1 
0.0475172 -0.695087 -0.05 -0.975168 -3.37127 178.195 2.21954 1000020040 671 1 0 1 0 0 1 
0.232215 -0.924908 -0.05 1.02035 -6.11428 176.955 2.2354 1000020040 780 1 0 1 0 0 1 
-0.149834 -0.590326 -0.05 -3.66308 -6.65621 178.101 2.22243 1000020040 1241 1 0 1 0 0 1 
0.156606 0.623903 -0.05 0.223243 1.6213 179.375 2.21223 1000020040 1357 1 0 1 0 0 1 
0.0258315 -0.21465 -0.05 0.95634 -0.858831 176.924 2.23837 1000020040 1486 1 0 1 0 0 1 
0.660373 0.202716 -0.05 3.04315 -0.69539 178.448 2.21897 1000020040 1604 1 0 1 0 0 1 
0.480527 -0.0978318 -0.05 4.89606 -1.0065 178.941 2.21372 1000020040 1693 1 0 1 0 0 1 
-0.679314 -0.0809034 -0.05 -5.18552 -1.64443 178.769 2.21664 1000020040 1822 1 0 1 0 0 1 
0.314813 0.104212 -0.05 2.98326 2.50173 179.556 2.20473 1000020040 1890 1 0 1 0 0 1 
-0.0105287 0.185652 -0.05 0.590408 1.37704 177.905 2.22367 1000020040 2070 1 0 1 0 0 1 
0.292736 0.746927 -0.05 1.87129 6.98994 177.966 2.22518 1000020040 2807 1 0 1 0 0 1 
0.460062 -0.307985 -0.05 2.8826 -4.3345 178.739 2.21821 1000020040 3830 1 0 1 0 0 1 
-0.041598 -0.103021 -0.05 0.225402 2.34056 176.839 2.2338 1000020040 3949 1 0 1 0 0 1 
0.617238 1.25144 -0.05 5.74618 10.7261 165.551 2.35974 1000020040 4367 1 0 1 0 0 1 
0.0537224 0.0969276 -0.05 2.01321 1.93133 178.581 2.21949 1000020040 4428 1 0 1 0 0 1 
-0.413433 0.225766 -0.05 0.175924 1.22585 178.301 2.2194 1000020040 5153 1 0 1 0 0 1 
-0.810166 -0.658291 -0.05 -8.6858 -3.67577 178.468 2.22149 1000020040 5728 1 0 1 0 0 1 
-0.0135654 0.765852 -0.05 0.101416 5.09908 177.597 2.22882 1000020040 5943 1 0 1 0 0 1 
-0.262309 -0.271472 -0.05 -4.01929 -1.3791 172.133 2.28299 1000020040 6429 1 0 1 0 0 1 
-0.505388 0.210352 -0.05 -2.50596 -1.13196 177.25 2.23172 1000020040 7027 1 0 1 0 0 1 
0.793417 -0.291359 -0.05 6.57249 -2.24326 179.596 2.20858 1000020040 7632 1 0 1 0 0 1 
0.166661 -1.23105 -0.05 0.312536 -10.1558 177.659 2.22764 1000020040 7683 1 0 1 0 0 1 
1.1017 0.412779 -0.05 9.37718 3.15055 178.367 2.22414 1000020040 8310 1 0 1 0 0 1 
-0.365419 0.00273859 -0.05 -2.22075 -2.57605 177.567 2.23084 1000020040 8484 1 0 1 0 0 1 
-1.20343 -0.243787 -0.05 -9.88126 -2.44717 178.088 2.22305 1000020040 8561 1 0 1 0 0 1 
-0.0559222 -0.163639 -0.05 -1.224 -1.8647 177.412 2.22945 1000020040 8583 1 0 1 0 0 1 
-0.234705 -0.133752 -0.05 -1.24197 -0.548417 177.781 2.22764 1000020040 9491 1 0 1 0 0 1 
-0.350707 -0.0321329 -0.05 -4.01478 0.180269 178.693 2.21885 1000020040 10025 1 0 1 0 0 1 
0.298598 0.165854 -0.05 1.83167 2.27438 177.235 2.23236 1000020040 11166 1 0 1 0 0 1 
-0.800483 -0.214697 -0.05 -8.38282 -0.901341 178.465 2.21969 1000020040 11183 1 0 1 0 0 1 
-0.6405 -0.3064 -0.05 -3.39964 -0.496726 177.032 2.2351 1000020040 11215 1 0 1 0 0 1 
-0.0552191 -0.936113 -0.05 1.4574 -7.66993 177.769 2.22676 1000020040 11263 1 0 1 0 0 1 
0.670604 0.21829 -0.05 4.30972 -0.50573 177.916 2.22654 1000020040 11385 1 0 1 0 0 1 
0.0860225 -0.981815 -0.05 0.968421 -9.59224 178.337 2.22042 1000020040 11522 1 0 1 0 0 1 
-0.968389 -0.146617 -0.05 -7.58771 -4.05866 179.503 2.20894 1000020040 11554 1 0 1 0 0 1 
0.348529 -0.0521772 -0.05 1.92055 1.24415 178.083 2.22386 1000020040 11678 1 0 1 0 0 1 
0.582571 0.15751 -0.05 2.5279 -0.345175 177.434 2.2309 1000020040 12343 1 0 1 0 0 1 
-0.648944 -0.998829 -0.05 -4.548 -8.71525 179.045 2.21293 1000020040 12465 1 0 1 0 0 1 
0.566462 0.707185 -0.05 2.38303 7.20159 177.836 2.22599 1000020040 12558 1 0 1 0 0 1 
0.647219 -1.13802 -0.05 7.90323 -13.6808 177.382 2.22912 1000020040 12585 1 0 1 0 0 1 
-0.0267243 -0.0905948 -0.05 0.262554 -1.63095 176.856 2.23095 1000020040 12915 1 0 1 0 0 1 
1.28156 0.262147 -0.05 11.0865 1.55483 178.498 2.22269 1000020040 13007 1 0 1 0 0 1 
-0.357301 -0.480465 -0.05 -2.20994 -1.43985 178.98 2.21655 1000020040 13288 1 0 1 0 0 1 
0.149808 0.337593 -0.05 -0.944164 5.50643 177.93 2.22783 1000020040 13927 1 0 1 0 0 1 
-0.394569 0.0575269 -0.05 -4.79844 1.31515 179.185 2.21041 1000020040 14118 1 0 1 0 0 1 
0.543485 -0.588342 -0.05 3.2961 -1.95061 177.659 2.22935 1000020040 14384 1 0 1 0 0 1 
-0.0110905 -1.12387 -0.05 -1.42933 -9.77791 177.413 2.23227 1000020040 14875 1 0 1 0 0 1 
-0.084741 0.200231 -0.05 1.62379 0.624435 177.865 2.22172 1000020040 15292 1 0 1 0 0 1 
-0.231691 -0.0597968 -0.05 -0.00768739 -2.44139 178.484 2.22133 1000020040 15710 1 0 1 0 0 1 
0.296696 -0.972431 -0.05 2.89747 -9.62489 178.138 2.22321 1000020040 16136 1 0 1 0 0 1 
0.209373 0.223884 -0.05 -0.590574 1.32893 177.516 2.22746 1000020040 16454 1 0 1 0 0 1 
-0.41322 0.154838 -0.05 -1.49635 -0.971884 178.217 2.22719 1000020040 16668 1 0 1 0 0 1 
-0.171059 -0.768337 -0.05 -3.43182 -7.62996 178.855 2.21244 1000020040 16796 1 0 1 0 0 1 
0.679404 0.202867 -0.05 5.15115 3.02973 178.627 2.2157 1000020040 17250 1 0 1 0 0 1 
-0.802255 0.381273 -0.05 -6.72205 3.95736 176.512 2.24078 1000020040 17597 1 0 1 0 0 1 
-0.428228 0.561418 -0.05 -1.10224 3.62399 176.951 2.23698 1000020040 17696 1 0 1 0 0 1 
-0.594194 1.01781 -0.05 -4.90576 9.7967 177.371 2.23615 1000020040 17745 1 0 1 0 0 1 
0.508803 0.752455 -0.05 3.25086 5.86154 178.017 2.22607 1000020040 17799 1 0 1 0 0 1 
-0.797854 -0.757542 -0.05 -5.68805 -7.84555 178.595 2.21945 1000020040 17896 1 0 1 0 0 1 
-1.04278 0.0727256 -0.05 -10.6987 -0.983815 177.385 2.22989 1000020040 17952 1 0 1 0 0 1 
-0.437157 0.354524 -0.05 -3.53522 1.22421 177.175 2.2389 1000020040 17961 1 0 1 0 0 1 
0.131006 -0.366044 -0.05 3.00806 -3.72805 178.024 2.22408 1000020040 18099 1 0 1 0 0 1 
