# Detor
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-0.314106 0.63751 -0.05 -4.20734 4.05218 179.147 2.21589 1000020040 580 1 0 1 0 0 1 
0.360231 0.326648 -0.05 4.47134 1.62416 177.791 2.22806 1000020040 741 1 0 1 0 0 1 
0.552684 0.0942362 -0.05 3.15068 1.12806 177.43 2.23222 1000020040 2309 1 0 1 0 0 1 
0.0230659 -0.13688 -0.05 0.704887 -1.00183 177.835 2.22784 1000020040 2404 1 0 1 0 0 1 
0.48991 0.187503 -0.05 2.89861 0.637195 177.979 2.22075 1000020040 3092 1 0 1 0 0 1 
-0.196968 0.230316 -0.05 1.15284 -0.744991 177.588 2.22888 1000020040 3939 1 0 1 0 0 1 
0.120743 0.343883 -0.05 0.460258 0.0933043 178.459 2.21949 1000020040 3955 1 0 1 0 0 1 
0.0293465 -0.376741 -0.05 0.828892 -5.04165 179.36 2.21417 1000020040 5127 1 0 1 0 0 1 
0.154439 0.0249433 -0.05 2.84824 -1.73283 178.715 2.21724 1000020040 5330 1 0 1 0 0 1 
0.068127 0.55937 -0.05 -2.21463 2.70436 178.49 2.21938 1000020040 8526 1 0 1 0 0 1 
0.252962 -0.00653266 -0.05 0.865008 0.399848 179.066 2.21314 1000020040 8558 1 0 1 0 0 1 
0.398937 0.117755 -0.05 2.02652 0.862556 177.055 2.23962 1000020040 9551 1 0 1 0 0 1 
-0.424303 -0.440377 -0.05 -4.30103 -0.190549 178.668 2.21521 1000020040 10498 1 0 1 0 0 1 
-0.213086 0.358437 -0.05 -4.14054 4.28082 174.591 2.26009 1000020040 10810 1 0 1 0 0 1 
0.253172 -0.0362671 -0.05 -0.0614587 0.38818 177.716 2.22716 1000020040 10884 1 0 1 0 0 1 
-0.31669 -0.480543 -0.05 -5.05519 -2.35573 179.829 2.20537 1000020040 11069 1 0 1 0 0 1 
-0.208801 -0.0231331 -0.05 -2.38008 -1.51115 179.714 2.20197 1000020040 11086 1 0 1 0 0 1 
0.146145 -0.153545 -0.05 -2.1315 -0.608 179.312 2.21252 1000020040 11574 1 0 1 0 0 1 
0.122095 0.199491 -0.05 0.268274 -0.249441 176.542 2.23968 1000020040 12286 1 0 1 0 0 1 
-0.00606095 -0.515402 -0.05 0.918308 -1.66481 177.772 2.22799 1000020040 12567 1 0 1 0 0 1 
0.0170325 0.0595273 -0.05 1.76737 0.5819 176.597 2.23906 1000020040 12786 1 0 1 0 0 1 
0.455942 -0.220538 -0.05 1.11852 -4.69238 176.45 2.23911 1000020040 13076 1 0 1 0 0 1 
0.00136578 -0.0308898 -0.05 -0.00998397 0.487544 177.876 2.22555 1000020040 13951 1 0 1 0 0 1 
0.379936 0.431577 -0.05 1.81729 6.10819 176.811 2.23152 1000020040 14027 1 0 1 0 0 1 
0.286026 0.487772 -0.05 3.62526 5.73901 179.956 2.20654 1000020040 14156 1 0 1 0 0 1 
-0.160335 0.37096 -0.05 -2.32821 5.82283 179.16 2.21395 1000020040 14864 1 0 1 0 0 1 
0.330387 0.192114 -0.05 2.0614 -2.34984 178.128 2.22534 1000020040 15075 1 0 1 0 0 1 
0.424684 -0.0751934 -0.05 5.44413 -3.45508 179.036 2.21476 1000020040 17015 1 0 1 0 0 1 
0.0111327 0.57014 -0.05 -1.08671 6.1828 179.639 2.20342 1000020040 17100 1 0 1 0 0 1 
-0.133134 -0.137128 -0.05 -0.000804235 -0.56242 177.555 2.23011 1000020040 17890 1 0 1 0 0 1 
-0.366282 -0.387546 -0.05 -1.75043 -1.15356 178.823 2.21378 1000020040 19033 1 0 1 0 0 1 
0.407678 -0.186106 -0.05 0.22632 -2.34222 177.995 2.22071 1000020040 19061 1 0 1 0 0 1 
0.4064 0.563196 -0.05 3.45165 3.07616 178.704 2.21587 1000020040 20082 1 0 1 0 0 1 
-0.163204 -0.440244 -0.05 0.676289 -3.76619 178.505 2.21958 1000020040 20105 1 0 1 0 0 1 
0.389831 0.46675 -0.05 4.46504 3.72641 177.051 2.2342 1000020040 21349 1 0 1 0 0 1 
